decode_step,l2_retained_fraction,policy
46,0.9986911157777763,user_pinned__budget128__sink8
47,0.998732421591756,user_pinned__budget128__sink8
48,0.9986668588428689,user_pinned__budget128__sink8
49,0.998794315342829,user_pinned__budget128__sink8
50,0.9987141681390576,user_pinned__budget128__sink8
51,0.9986970479551625,user_pinned__budget128__sink8
52,0.9987908334776051,user_pinned__budget128__sink8
53,0.9986176306265122,user_pinned__budget128__sink8
54,0.998634023135491,user_pinned__budget128__sink8
55,0.9986853429747325,user_pinned__budget128__sink8
56,0.9986991684904568,user_pinned__budget128__sink8
57,0.9986684977139161,user_pinned__budget128__sink8
58,0.9986944760583593,user_pinned__budget128__sink8
59,0.9986462238779475,user_pinned__budget128__sink8
60,0.998789873335875,user_pinned__budget128__sink8
61,0.9986020437693796,user_pinned__budget128__sink8
62,0.9986955879862262,user_pinned__budget128__sink8
63,0.9986755557617348,user_pinned__budget128__sink8
64,0.9986415141884287,user_pinned__budget128__sink8
65,0.9976190662863491,user_pinned__budget128__sink8
66,0.9911444691994648,user_pinned__budget128__sink8
67,0.9962770424729354,user_pinned__budget128__sink8
68,0.9901293278116073,user_pinned__budget128__sink8
69,0.996188394768418,user_pinned__budget128__sink8
70,0.9965146555202771,user_pinned__budget128__sink8
71,0.9962808545853884,user_pinned__budget128__sink8
72,0.9962144020707134,user_pinned__budget128__sink8
73,0.996377933014622,user_pinned__budget128__sink8
74,0.9961272197903778,user_pinned__budget128__sink8
75,0.9962419785849447,user_pinned__budget128__sink8
76,0.9960684669190759,user_pinned__budget128__sink8
77,0.9960917695832571,user_pinned__budget128__sink8
78,0.9962832962219904,user_pinned__budget128__sink8
79,0.9961555365552285,user_pinned__budget128__sink8
80,0.9963739832921791,user_pinned__budget128__sink8
81,0.9961772710897682,user_pinned__budget128__sink8
82,0.9963219018847251,user_pinned__budget128__sink8
83,0.996260823369191,user_pinned__budget128__sink8
84,0.9962641765686682,user_pinned__budget128__sink8
85,0.9964372097057984,user_pinned__budget128__sink8
86,0.9962420396640916,user_pinned__budget128__sink8
87,0.9963208093113091,user_pinned__budget128__sink8
88,0.9962352559898792,user_pinned__budget128__sink8
89,0.9963202313004694,user_pinned__budget128__sink8
90,0.9960771847944822,user_pinned__budget128__sink8
91,0.9961718327938394,user_pinned__budget128__sink8
92,0.9962574393128326,user_pinned__budget128__sink8
93,0.9961622901882571,user_pinned__budget128__sink8
94,0.9963478945421912,user_pinned__budget128__sink8
95,0.996408572781361,user_pinned__budget128__sink8
96,0.9962005157912615,user_pinned__budget128__sink8
97,0.9963497362802032,user_pinned__budget128__sink8
